web-scraper-order,web-scraper-start-url,city,city-href,data,imgs-src
"1622368986-224","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/banswara.html","BANSWARA",""
"1622368996-240","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/dungarpur.html","DUNGARPUR",""
"1622369034-305","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/sriganganagar.html","Come explore the wonders and sites that Sri Ganganagar has to offer you. There’s always something to see in Rajasthan.


    
        
    
    
        
            
            BROR VILLAGE
                Located on the Anoopgarh-Ramsinghpur road, Bror village is famed for the remnants of the Indus Valley Civilisation being unearthed here. Several artefacts, skeletal remains and buildings have been found in the vicinity of the village and they point to a period of time when the area was thriving with life.
                
            
        

    
        
            
            LAILA MAJNU KA MAZAR
                The mazar or tomb of Laila-Majnu is situated at Binjaur village around 11kms away from Anupgarh city. Legend has it that the tomb belongs to fabled lovers Laila and Majnu. The story goes that Laila and Majnu belonged to the Sindh and settled here after escaping the clutches of Laila's parents and her brother who were against their courtship. Eventually when Laila and Majnu died, they are believed to have been buried here together. The tomb has today become a symbol of eternal love and people come here from far and wide to seek the blessings of the pair. A fair is held here every year to commemorate the love of Laila and Majnu and it is attended primarily by newlyweds and couples.
                
            
        

    
        
            
            ANUPGARH FORT
                Located in the town of Anupgarh close to the border of Pakistan, the Anupgarh fort is currently in ruins. However, in its heyday the fort was an imposing structure that helped keep the Bhati Rajputs at bay. The fort was built in the year 1689 by a Mughal governor who wished to keep Anupgarh under Mughal tutelage.
                
            
        

    
        
            
            HINDUMALKOT BORDER
                The Hindumalkot border situated in the town of Sri Ganganagar separates India and Pakistan. Named in honour of Hindumal, the Diwan of Bikaner, the border is one of the foremost tourist attractions of the city. The border is located at a distance of 25 kms from Sri Ganganagar and is open to the public between 10.00 am and 5.30 am every day.
                
            
        

    
        
            
            BUDDHA JOHAD GURUDWARA
                This historical Gurudwara was built to commemorate an important event when Massa Ranghar, guilty of sacrilege at Amritsar’s Golden Temple was brought to justice by Sukha Singh and Mehtab Singh back in 1740. Located by the Dabla village in Ganganagar, this place of worship also houses historical paintings and monuments.
                
            
        

    
        
            
            PADAMPUR
                Padampur, a city in Ganganagar was named after Rajkumar Padam Singh of the Bikaner State royal family. It functions as an agricultural hub following the construction of the Ganges Canal. The main crops grown here are wheat bajra, sugar cane, grams, and in the recent years, Padampur has gained recognition for the kinnow (a hybrid of an orange).",""
"1622369014-271","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/bharatpur.html","WORLD’S MOST FASCINATING BIRD RESERVE",""
"1622368974-185","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/mount-abu.html","Studded with a colourful mix of rustic abodes of tribal communities and posh houses inclusive of British style bungalows and royal holiday lodges, Mount Abu appears to be no less than a wonder in this dessert state. Covered in vast stretches of green forests, serene lakes, and effusive waterfalls, this region allows you to revel amidst panoramic vistas, all year round.",""
"1622369042-314","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/karauli.html","KARAULI",""
"1622369005-255","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/jodhpur.html","Jodhpur, the second largest city in Rajasthan is popularly known as the Blue City. The name is clearly befitting as most of the architecture – forts, palaces, temples, havelis and even houses are built in vivid shades of blue. The strapping forts that tower this magnificent city sum up to a spectacle you would not want to miss. The mammoth, imposing fortress of Mehrangarh has a landscape dominating a rocky ridge with the eight gates leading out of the fortress. The new city is located outside the structure. Jodhpur is also known for the rare breed of horses known as Marwari or Malani, which are only found here. 

Jodhpur marks its origin back to the year of 1459 AD. The history of this prosperous city revolves around the Rathore clan. Rao Jodha, the chief of Rathore Clan is credited with the origin of Jodhpur in India. The city is known to be built in place of the ancient capital, Mandore of the state of Manwar. Hence, the people of Jodhpur and surrounding areas are commonly known as Marwaris. Also, it is believed that the relics of Mandore can still be witnessed in the Mandore Gardens.",""
"1622368996-242","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/dungarpur.html","Dungarpur is as exotic as the green marble found here and shipped globally and liessnug in the foothills of the Aravalli range. Harsh and wild in the northeast and teeming with life in the fertile plains of the southwest, it is irrigated by two rivers, Mahi 

And Som.



Dungarpur’s rise to tourist fame is thanks to the exceptional architecture of its palaces and royal residences. These stone structures are adorned with 'jharokhas' (windows)and built in a style that was born during the times of Maharawal Shiv Singh (1730-1785 AD). Dungarpur’s goldsmiths and silversmiths are skilled artisans Famous for Their lacquer-painted toys and picture frames.



Dungarpur was founded in 1258 AD by Rawal Veer Singh, the eldest son of Karan Singh, the ruler of Mewar, after he drove out the local Bhil chieftain named Dungariya. Later rulers of Dungarpur added to the town’s architectural heritage.",""
"1622369016-274","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/sawaimadhopur.html","SAWAI MADHOPUR",""
"1622368996-241","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/dungarpur.html","THE CITY OF HILLS",""
"1622368991-235","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/bundi.html","Come explore the wonders and sites that Bundi has to offer. There’s always something to see in Rajasthan.


    
        
    
    
        
            
            SUKH MAHAL
                Sukh Mahal, a small, two-storied palace was a summer retreat of past rulers. Today, it is quite famous for being the place where Kipling wrote ‘Kim’. Many credit the palace as a having played muse to the renowned novel. In fact, part of a movie based on the novel was even shot here.
                
            
        

    
        
            
            KSHAR BAG
                Located near the Chhatra Vilas Garden, Kshar Bag, sometimes known as Saar Bagh, houses the memorial cenotaphs of the royal family of the Bundi state. It is located on the Shikar Burgh Jait Sagar Road.
                
            
        

    
        
            
            RANIJI KI BAORI
                Raniji ki Baori, also known as 'Queen's Stepwell', is a famous stepwell built in 1699 by Rani Nathavati Ji, the younger queen of the ruling king Rao Raja Anirudh Singh of Bundi. This multi-storied stepwell displays excellent carvings of Gajraj with his trunk turned inwards, giving the impression of having drunk from the baori on its pillars. Its high arched gate gives it an inviting appearance.
                Explore
            
        

    
        
            
            DABHAI KUND
                Shaped like an inverted pyramid, the Dabhai Kund, also known as Jail Kund, is the largest of its kind in Bundi. The fantastic carvings on the steps that lead to the water alone are reason enough to warrant a visit.
                
            
        

    
        
            
            NAGAR SAGAR KUND
                Located outside the Chauhan Gate, the Nagar Sagar Kund, a set of twin step wells, was constructed to provide water during times of famine.
                
            
        

    
        
            
            TARAGARH FORT
                Built in 1345, Taragarh is one of the most impressive structures in Bundi. While it may be a bit ramshackle and strewn with overgrown vegetation, the palace grounds are a great place for a leisurely stroll. With its curved roofs topping pavilions, excess of temple columns and elephant and lotus motifs, the palace is a tribute to Rajput style.
                
            
        

    
        
            
            84 PILLARED CENOTAPH
                As the name suggests, the 84 Pillared Cenotaph is a structure supported by 84 columns. Commissioned by Rao Anirudh, the Maharaja of Bundi, this cenotaph is a tribute to his beloved wet nurse, Deva, who he loved dearly. A popular tourist attraction, this impressive structure is decorated with carvings of deer, elephants and apsaras.
                
            
        

    
        
            
            LAKE JAIT SAGAR
                Located close to the Taragarh Fort, this picturesque lake is surrounded by hills and covered with pretty lotus flowers that bloom during winter and monsoon.
                
            
        

    
        
            
            LAKE NAWAL SAGAR
                Nawal Sagar Lake is an artificial lake that is a major tourist attraction and can even be seen from the Taragarh Fort. There is a half-submerged temple dedicated to Lord Varun Dev in its centre. What makes the lake unique is that one can see the reflection of nearby palaces and forts in its waters.
                
            
        

    
        
            
            LAKE KANAK SAGAR
                About 67 kilometres from the town of Bundi lies this wonderful flat lake. There is also a town named after the lake. One can spot several migratory birds here such as bar headed goose and Demoille cranes all through the year.
                
            
        

    
        
            
            RAMGARH VISHDHARI SANCTUARY
                Ramgarh Vishdhari Wildlife Sanctuary is located 45 kilometres from Bundi on the Bundi-Nainwa road. Covering an area of 252 sq. km., this sanctuary is home to a variety of flora and fauna. Established in 1982, it forms a buffer for Ranthambore National Park. The best time to visit is between September and May.
                
            
        

    
        
            
            PHOOL SAGAR
                A personal property of the descendants of the royal family, this artificial lake gets its name from the palace on its banks. This palace houses an exclusive collection of paintings created by Italian prisoners. Beautiful gardens surround it and the lake. Make sure you obtain special permissions required to explore the palace and its grounds.
                
            
        

    
        
            
            Garh Palace Bundi
                The Garh Palace in Bundi is counted among the largest palaces in India, even if it is a little less known. Inside, the palace is a collection a number of palaces that were built by different rulers over the span of 3 centuries. Garh Palace is known for its Rajput architecture, which is easily noticeable in the jharokhas and pillars, many of which sport elephant carvings. Some of the famous palaces here include Chhatra Mahal, Phool Mahal and Badal Mahal, but one of the most famous ones has to be the Chitrashala, which has a fascinating pavilion and gallery of miniature murals. The palace is open to visitors from 8.00 am in the morning till 5.00 pm in the evening. There is a small entry fee that has to be paid, and one has the option to hire a guide who can take you through the stories and history of this beautiful palace.
                
            
        

    
        
            
            Badal Mahal
                The Badal Mahal, also known as the Palace of Clouds, is located within the Garh Palace. The majestic
palace’s walls are covered in exquisite paintings which are engaging in their mien, and depict an early
influence of the Chinese culture. The royal residence was built in two diverse time periods. In the first
stage, the verandah and ground floor was built by Maharawal Gopinath, and the rest of the construction
was done in 1609 – 1657 AD by Marahawal Punjraj. Made of Dawra stone, all three arches of the Mahal
sport one half-ready lotus, with the longest vault of the Mahal having three half-ready lotuses. When
visiting the Mahal, you get entrancing views of the inside and outside of the fortifications, making the
palace a must-visit destination in Bundi.
                
            
        

    
        
            
            Hathi Pole
                The steep climb to the Garh Palace in Bundi ends at two main gates that are used for entrance. Of these
two gates, the most popular is the Hathi Pole. This gate is a huge architectural feat that evokes a sense
of grandeur. The gate has two elephants depicting blowing bugles, and was commissioned by Rao Ratan
Singh. Marking the entrance of the Garh Palace, the Hathi Pole forms a major point of attraction in
Bundi.
                
            
        

    
        
            
            Chitra Mahal
                The Chitra Mahal in Bundi was once a spectacular garden palace that teemed with numerous fountains
as well as pools that housed exotic fish. Chitra means painting, and this palace’s name stems from the
beautiful murals that adorn its walls. In older times, during the 18 th century, Bundi was a beehive for
miniatures, and miniature paintings were highly encouraged. From gods and goddesses, battle scenes,
and elephants to images of Radha and Krishna, these paintings depict a special delicacy that is known
only in the region. There’s also a Chitrashala in the Chitra Mahal that was made under orders from
Umed Singh. Being the innermost chamber of the Mahal, sunlight and moisture hasn’t affected the
paintings here, making the art glow with the originality of their painters. In its totality, the walls and
ceilings of the Chitra Mahal form a dramatic panaroma that is always worth a visit.
                
            
        

    
        
            
            Shikar Burj
                Shikar Burj happens to be one of the more well-known tourist destinations located in the city of Bundi. The Shikar Burj is actually an old hunting cottage that was built and owned by the rulers of Bundi, and is located at a little distance from Sukh Mahal.
Shikar Burj is nestled amidst the sun dappled forests of Bundi and was the place to which Umed Singh, the ruler of Bundi in the 18th century, withdrew to after he had renounced the throne. Near Sarbagh, Shikar Burj has now been converted into a popular picnic spot and is a great place to spend an evening, relaxing after a day of sightseeing.",""
"1622368981-218","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/ajmer.html","",""
"1622369001-245","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/jaipur.html","THE PINK CITY",""
"1622369034-303","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/sriganganagar.html","THE FOOD BASKET OF RAJASTHAN",""
"1622368994-239","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/chittorgarh.html","Come explore the wonders and sites that Chittorgarh has to offer you. There’s always something to see in Rajasthan.


    
        
    
    
        
            
            CHITTORGARH FORT
                While it is difficult to arrive at the exact date the fort was established, legend has it that the construction of the Chittorgarh Fort was initiated by Bhim, a Pandava hero from the mythological epic Mahabharata. The fort houses several magnificent monuments, some unfortunately ravaged by time.
                Explore
            
        

    
        
            
            RANI PADMINI'S PALACE
                This palace plays an important role in Rajput history. The structure is built on the banks of a lotus pool and has a pavilion that provides privacy for the women of the royal family. Ala-ud-din Khilji, then Sultan of Delhi, spotted Queen Padmini’s reflection in the pool and was so besotted by her beauty that he led his forces in battle to abduct her.
                
            
        

    
        
            
            VIJAY STAMBH
                Vijay Stambh (the Tower of Victory) was built by Maharana Kumbha between 1440 AD and 1448 AD to immortalise his triumph of defeating the Muslim rulers of Malwa and Gujarat. Built partly from red sandstone and partly white marble, this architectural wonder is nine-storey tower decorated with detailed sculptures of Hindu gods and goddesses. Narrow steps lead to the terrace where one can catch a spectacular view of the entire town from the balconies.
                
            
        

    
        
            
            KIRTI STAMBH
                This Tower of Fame is dedicated to Adinathji, the 1st Jain Tirthankara (great teacher). Adorned by the figures of the Digambars (Jain monks), this seven-storied tower was built by a wealthy Jain merchant in 12th century AD.
                
            
        

    
        
            
            FATEH PRAKASH PALACE
                Constructed by Maharana Fateh Singh, this palace functioned as his residence. It was built in the Rajput style of architecture as a declaration of his taste for art and culture. The palace has a vast collection of wood crafts of Bassi village, post medieval statues of Jain Ambica and Indra from Rashmi village, weapons such as axes, knives and ancient shields, clay replicas of regional tribal people clad in their traditional costumes, paintings, and crystal ware. It has now been converted into a museum.
                
            
        

    
        
            
            JAIN TEMPLES
                The fort of Chittor has six Jain temples contained within its walls. The largest among them is the temple of Bhagawan Adinatha which has 52 ‘devkulikas’.
                
            
        

    
        
            
            KALIKA MATA TEMPLE
                Built in 8th century AD, this ancient structure was initially constructed to worship the sun god. In the 14th century, the temple was dedicated to Goddess Kali, the symbol of power and valour.
                
            
        

    
        
            
            TULJA BHAVANI TEMPLE
                Tulja Bhavani temple, an architectural wonder, is a Hindu temple of the goddess Durga, built in the 16th century by Banvir. Legend says that it is named after Banvir who donated various ornaments (Tula Dan) equaling his weight for relief funds.
                
            
        

    
        
            
            GAUMUKH RESERVOIR
                Gaumukh Reservoir is a deep tank that is fed by a spring. The spring emerges from a rock formation resembling a Gaumukh or ‘cow’s mouth’. The tank is considered sacred by the locals.
                
            
        

    
        
            
            RATAN SINGH PALACE
                The winter palace of the royal family, it overlooks a small lake. Although fairly rundown now, it is an interesting place to explore and attracts many tourists.
                
            
        

    
        
            
            RANA KUMBHA PALACE
                A ruined edifice of great historical and architectural interest, this is one of the most massive monuments in the Fort of Chittor. The palace is believed to have underground cellars where Rani Padmini and other women committed ‘Jauhar’ (self-immolation).
                
            
        

    
        
            
            KUMBHA SHYAM TEMPLE
                The temple was constructed during the rule of Rana Kumbha and is built in the Indo-Aryan style popular in those times. It bears a strong connection to the mystic poetess Meerabai, a zealous devotee of Krishna’s. She was the wife of Prince Bhojraj.
                
            
        

    
        
            
            MEERABAI TEMPLE
                Meerabai, an ardent devotee of Lord Krishna’s, worshipped him at this temple. The structure is designed in the classic North Indian style of temples. It rises from a raised plinth and its conical roof can be seen from far. The temple houses a beautiful shrine surrounded by an open porch with four small pavilions in four corners.
                
            
        

    
        
            
            MENAL WATERFALL
                80 kilometrs from Bhilwara, on the Bhilwara-Kota road is a beautiful waterfall where the water falls to a depth of 150 metres into a V-shaped valley with great force, making for a beautiful sight. People from all corners of the State flock to take it in. The best time to visit the Menal Waterfall is from July to October.
                
            
        

    
        
            
            NAGARI
                Nagari is a village situated 18 Km North of Chittorgarh, on the banks of river Berach. In the ancient era, it was known as Majhimika or Madhyamika .According to the inscription found in Barli, near Ajmer; in 443 BC, this town was named as Majhimika. It was a flourishing town from the Mauryan period, and remained so up to the Gupta period. The excavations found here are surrounded by many interesting facts and show the signs of strong Hindu and Buddhist influence. A large number of punch marked coins, along with other old coins were also found in the excavations. In the first century, Nagari was ruled by the Sibi tribes. The coins of the Sibi tribe found here have the legend ‘majhamikaya sibi janapadasa’. The Sibi tribes were probably defeated by yavans (Greeks). Patanjali, the contemporary of Pushyamitra Sunga, has mentioned in his Mahabhashya, about the attack of the Yavans (Greeks) on Madhyamika in 150 BC. After then, Nagari came under the influence of the Western Kshatrapa in the 2nd century. In the 3rd century, Nagari was ruled by the Malavas. Later, it was conquered by the Huna king. Major tourist attractions in Nagari include the Ancient Shiva Temple, Hathiyon ka Bara, and Ubhdivat or the Prakash stambh.
                
            
        

    
        
            
            BHAINSRORGARH FORT
                Bhainsrorgarh Fort is perched on a steep slate ridge, about 200 feet high, surrounded by the Chambal and Brahmani rivers. It is located 235 kilometers north-east of Udaipur and 50 kilometers south of Kota. Upon seeing this grand fort and its fascinating beauty, British historian Colonel James Todd once said that if he was offered a jagir (estate) in Rajasthan and given the option to choose, it would be Bhainsogarh. This fort has a remarkable history, it was built by Rawat Lal singh-II son of Rawat Kesari Singh of Salumber. Bhainsrorgarh was granted to Lalsingh as jangeer by Maharana Jagat Singh II of Mewar in 1741 AD. and there are various legends about this place. But, there is no accurate information about who built the fort and exactly when it was built. However, the Bhainsrorgarh Fort is believed to be built in the 2nd century and there are several folklores about who built the fort. It passed through the hands of several clans before becoming a part of the Mewar Kingdom. It is believed that Allauddin Khilji also attacked this fort and destroyed all the old temples and buildings, that’s why the older history of this fort still remains unknown. Bhainsrorgarh Fort has now been converted into a luxury heritage hotel by the erstwhile royal family. Surrounded by rivers on three sides and nestled among the Aravali ranges and dense forests, the beauty of this fort attracts tourists from all over the world.
                
            
        

    
        
            
            TEMPLES OF BAROLI - RAWATBHATA
                The ancient temples of Baroli, a wonderful example of Hindu architecture, was built by the Huna rulers in the 9th Century, and is located on the confluence of Brahmani and Chambal rivers in Rawatbhata which is at a distance of 115 km from Chittorgarh district. The main temple in these is the Ghatseshwar Mahadev temple, apart from which there are 9 temples within the temple complex. The Shringar Chauri built opposite to the Ghateshwar Mahadev Temple is the premise of the marriage ceremony of ruler Allaat of Mewar and Huna Princess Hariyadevi. Through this marriage, a connection between the Guilla and the Hunas was established.
                
            
        

    
        
            
            JAIMAL AND PATTA’S PALACE
                Located inside the the Chittorgarh Fort, Jaimal and Patta’s Palace is a symbol of the bravery and gallantry of the Rajputs. According to historian Gaurishankar Hirachand Ojha, in 1567, as Akbar’s giant army surrounded the fort of Chittorgarh with an intention to attack the kingdom, the chieftains of Maharana Uday Singh (ruler of the Mewar dynasty, presently Chittorgarh) unanimously decided that it was wise at the moment to send Maharana's family to the hills in the company of some warlords. Following this, the responsibility of protecting the fort was given to Rathod Jaimal and Sisodia Patta. In the war, Jaimal and Patta sacrificed their lives while exhibiting extraordinary valour. Impressed by their fearlessness, Akbar himself ordered the construction of figures of the two brave hearts sitting on their elephant outside the Agra Fort. The statues were later removed by Aurangzeb. In the Chittorgarh Fort, where Jaimal and Patta had lost their lives, one can find a cenotaph made in their honour.
                
            
        

    
        
            
            BHAMASHAH KI HAVELI
                Chittorgarh is a city that resonates with Rajputana pride, passion, and bravery. Full of forts and palaces that let you travel back to the past, Chittorgarh has a number of places of interest that can satisfy a traveler’s soul. One of the lesser known places in the city, Bhamashah ki Haveli elicits a sense of former grandeur that well befits the person it was made for. Bhamashah has held quite an important place in Rajput history, being one of the most well-known ministers to Maharana Pratap. He and his brother Tarachand are well known as warriors of great acumen, having fought a number of battles under MaharanaPratap, including the one at Haldighati. Infact Maharana Pratap ran out of funds for his fight against the Mughals, when Bhamashah and Tarachand gave him their own wealth. Located in front of the topkhana in Chittorgarh, the Haveli has been maintained by the Archeological Survey of India. Surrounded by custard apple trees, there is also a Mahadev temple near the Haveli, and right behind are the Moti Bazaar and Nagina Bazaar as well. At the entrance, you are greeted by a pillared verandah which was most likely used as a place to meet the common folk and guests. Venturing further inside, you can glimpse a number of rooms that rise up to three floors at places. The location of the Haveli is such that it doesn’t see a lot of footfall, but it is one place that is definitely worth a visit the next time you are in Chittorgarh.",""
"1622369024-286","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/jalore.html","JALORE",""
"1622369024-287","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/jalore.html","THE CITY OF GRANITE AND GRANDEUR.",""
"1622368984-221","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/alwar.html","Gateway City of Rajasthan",""
"1622368991-232","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/bundi.html","BUNDI FORT",""
"1622369012-267","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/udaipur.html","THE CITY OF LAKES AND PALACES",""
"1622368981-214","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/ajmer.html","Ajmer is a melting pot of culture. The places to see in Ajmer are proof of this, from the Dargah to the Jain Temple. This mingling of cultures has influenced the city’s eating scene as well. One can enjoy traditional Rajasthani cuisine along with dishes influenced by the Mughal and British cultures. One can also find street vendors dishing out everyone’s favourite street food.",""
"1622368981-205","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/ajmer.html","THE DELIGHTFUL DARGAH DESTINATION",""
"1622369005-256","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/jodhpur.html","",""
"1622369045-320","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","EXPLORE","http://tourism.rajasthan.gov.in/tonk.html","A small town near the city of Jaipur, Tonk is one of the most interesting places in Rajasthan and is renowned for its old havelis and mosques. This elegant town of Jaipur was once ruled by the Pathans of Afghanistan. The ancient town takes pride in its beautiful architectural wonders, established during the Mughal era. The Nawab of Tonk was very fond of literature and built a large library of Persian and Arabic manuscripts. Founded in the 17th century, the town of Tonk serves as a host to several mansions, mosques and British colonial buildings. This cross-cultural town is a mixture of Rajput buildings and Muslim architecture, which sets this town apart from others. Rich in cultural heritage and magnificent structures, Tonk attracts tourists from all over the world.



This historic city formed a part of Harsha Vardhan's empire during which the Chinese traveller Fa-Hien visited India.  The King of Jaipur, Raja Man Singh conquered Tari and Tokra Janpad, during the Akbar regime. 12 villages of Tokra Janpad were given away to Bhola Brahmin in the year 1643. Later, the name 'Tonk' was given to these twelve villages by Bhola. Connected to the Bairath culture and civilization, Tonk has a rich historical backdrop. The modern town of Tonk was founded by Nawab Amir Khan. Formerly a princely state, it became a part of Rajasthan in 1948. Tonk is often described as Rajasthan ka Lucknow, Adab ka Gulshan, Romantic poet Akhtar Shreerani ki Nagri, Meethe Kharboojo ka Chaman and Hindu Muslim Ekta ka Maskan. A historical town of archaeological significance, Tonk is an absolute delight for any tourist who visits this town.",""
"1622369031-298","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/shekhawati.html","SHEKHAWATI",""
"1622369050-326","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/dausa.html","DAUSA",""
"1622369042-316","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/karauli.html","The small city of Karauli that has recently caught the attention of tourists is an exquisite home to well decorated havelis, peaceful shrines, picturesque views and imprinted chhatris that dot the entire city. This beauty of a place in Rajasthan shares its borders with the heart of India, Madhya Pradesh and is surrounded by Dausa, Dholpur and sawai Madhopur in Rajasthan. This city resonates with Mughal architectural panache and is world renowned for its pale red sandstone that surrounds the entire city with strong and sturdy wall. Apart from its royal history, Karauli offers its visitors a rural and tranquil ambience with warm and hospitable behaviour, echoing the true old Rajasthani culture",""
"1622369038-312","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/hanumangarh.html","Located around 400 km from Delhi, Hanumangarh is a city best known for its temples and its historical significance given that it was once part of the Indus Valley Civilization. Recent excavations in the area have revealed some stunning artefacts belonging to an era of great significance to human history.

The city is also known to be an agricultural marketplace where cotton and wool are woven on handlooms and sold. The primary tourist attraction of Hanumangarh is the Bhatner fort, a beautiful structure whose history dates back thousands of years.



Formerly the kingdom of Bhati kings, Hanumangarh was originally called Bhatner. However, when Raja Suraj Singh of Bikaner captured the city he rechristened it ‘Hanumangarh’. The reason being that the city was won on a Tuesday, a day considered auspicious to the Hindu god Hanuman. The Hanumangarh area is steeped in history and is believed to have once been part of the Indus Valley Civilization. This region was also important due to its location on Delhi-Multan highway as traders from Central Asia, Sindh and Kabul used to travel to Delhi and Agra via Bhatner. Several artefacts, coins and even entire buildings belonging to the era have been found upon excavation in the area.",""
"1622368974-181","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/mount-abu.html","MOUNT ABU",""
"1622368994-237","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/chittorgarh.html","VISIT THE LAND OF INDIA’S FINEST FORT",""
"1622368981-216","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/ajmer.html","The best time visit Ajmer is between October and February. The weather remains very pleasant during this time. The daytime temperature during this time encourages visits to various tourist places to see in Ajmer. The summer months, from March to May, are best to be avoided, as the temperature can easily cross 40° C, which is not conducive for visiting places of attractions in Ajmer.",""
"1622369042-315","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/karauli.html","THE LAND OF RED SANDSTONE",""
"1622369038-311","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/hanumangarh.html","HISTORY COMES ALIVE",""
"1622369027-291","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/pali.html","THE TRADE CENTRE OF THE ROYAL STATE",""
"1622369038-310","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/hanumangarh.html","HANUMANGARH",""
"1622369050-328","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/dausa.html","Dausa is a small ancient town named after a Sanskrit word Dhau-sa meaning Beautiful like Heaven.

Also referred as Deva Nagri, located around 55 km from Jaipur, on National Highway 11. The city

was the first headquarter of the former Kachhawaha Dynasty and has much history and

archaeological importance linked to it. Situated away from the bustling cities, the town of Dausa

offers an authentic rural experience in Rajasthan.",""
"1622368981-217","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/ajmer.html","One can contact the tourist offices and book a suitable Ajmer tour package to fully enjoy the various tourist places in Ajmer. Most Ajmer tour packages will include conveyance and accommodation.",""
"1622368977-196","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/rajsamand.html","Rajsamand",""
"1622369014-270","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/bharatpur.html","BHARATPUR",""
